"","job","marital","education","balance","housing","loan","month","campaign","pdays","previous","poutcome","y"
"3618","blue-collar","married","secondary",-422,"no","no","jul",1,-1,0,"nonexistent","no"
"3619","admin.","married","secondary",248,"no","no","jul",2,-1,0,"nonexistent","no"
"3620","technician","married","primary",145,"yes","no","may",6,-1,0,"nonexistent","no"
"3621","retired","divorced","secondary",598,"no","yes","jul",1,-1,0,"nonexistent","no"
"3622","management","married","tertiary",949,"yes","no","may",2,-1,0,"nonexistent","no"
"3623","technician","single","tertiary",614,"no","no","aug",4,-1,0,"nonexistent","no"
"3624","blue-collar","married","primary",1209,"yes","no","apr",1,-1,0,"nonexistent","no"
"3625","self-employed","married","tertiary",202,"yes","no","apr",1,148,4,"failure","no"
"3626","blue-collar","married","secondary",1840,"yes","no","aug",3,-1,0,"nonexistent","no"
"3627","technician","married","secondary",114,"yes","yes","jun",1,309,3,"nonexistent","no"
"3628","services","married","secondary",-229,"no","yes","jul",10,-1,0,"nonexistent","no"
"3629","services","married","secondary",182,"yes","no","may",3,-1,0,"nonexistent","no"
"3630","blue-collar","married","secondary",401,"no","no","aug",3,-1,0,"nonexistent","no"
"3632","retired","married","secondary",4194,"no","yes","jul",3,-1,0,"nonexistent","no"
"3634","technician","married","tertiary",629,"yes","yes","dec",1,246,1,"failure","no"
"3635","retired","married","secondary",153,"yes","yes","may",1,-1,0,"nonexistent","no"
"3636","management","married","tertiary",553,"yes","no","jul",1,-1,0,"nonexistent","no"
"3637","management","divorced","tertiary",1057,"no","no","feb",2,-1,0,"nonexistent","no"
"3638","retired","married","secondary",78,"yes","no","may",3,-1,0,"nonexistent","no"
"3639","technician","single","secondary",-28,"no","yes","jul",1,-1,0,"nonexistent","no"
"3640","management","married","tertiary",929,"no","no","aug",8,-1,0,"nonexistent","no"
"3641","blue-collar","married","primary",428,"yes","no","may",2,-1,0,"nonexistent","no"
"3642","student","single","secondary",268,"yes","no","may",1,358,2,"failure","no"
"3643","management","single","tertiary",83,"no","no","aug",6,-1,0,"nonexistent","yes"
"3645","admin.","single","secondary",2223,"no","no","dec",2,114,1,"success","no"
"3646","blue-collar","single","primary",6,"yes","no","nov",2,-1,0,"nonexistent","no"
"3647","blue-collar","single","secondary",312,"yes","yes","feb",2,-1,0,"nonexistent","no"
"3648","management","single","secondary",0,"no","no","aug",5,-1,0,"nonexistent","no"
"3649","technician","single","secondary",691,"yes","no","may",1,-1,0,"nonexistent","no"
"3650","management","married","tertiary",771,"yes","no","aug",8,-1,0,"nonexistent","no"
"3651","self-employed","single","secondary",192,"no","no","jul",1,-1,0,"nonexistent","no"
"3652","retired","married","tertiary",0,"no","no","aug",4,-1,0,"nonexistent","no"
"3653","admin.","single","secondary",1070,"yes","no","may",1,357,1,"nonexistent","yes"
"3654","services","divorced","secondary",84,"yes","no","apr",2,-1,0,"nonexistent","yes"
"3655","management","single","tertiary",2,"no","no","jun",1,85,1,"failure","no"
"3656","management","married","tertiary",1242,"yes","no","aug",6,-1,0,"nonexistent","no"
"3658","admin.","divorced","secondary",3337,"yes","no","nov",3,-1,0,"nonexistent","no"
"3659","services","single","secondary",1347,"no","no","jun",6,92,5,"nonexistent","yes"
"3660","technician","married","secondary",64,"no","no","aug",2,-1,0,"nonexistent","no"
"3661","management","single","secondary",249,"yes","no","jun",1,-1,0,"nonexistent","no"
"3662","technician","single","secondary",0,"no","no","aug",6,-1,0,"nonexistent","no"
"3663","blue-collar","married","secondary",128,"no","no","jul",1,-1,0,"nonexistent","no"
"3664","blue-collar","married","secondary",196,"yes","no","jun",3,-1,0,"nonexistent","no"
"3665","technician","married","secondary",351,"yes","no","jul",1,-1,0,"nonexistent","no"
"3666","services","single","secondary",5533,"yes","no","may",2,283,4,"failure","no"
"3667","services","married","secondary",38,"yes","no","may",1,-1,0,"nonexistent","yes"
"3668","management","single","tertiary",35,"no","no","jul",4,-1,0,"nonexistent","no"
"3669","technician","single","secondary",235,"yes","no","may",5,-1,0,"nonexistent","no"
"3670","admin.","single","secondary",30,"yes","no","feb",1,266,3,"failure","no"
"3671","blue-collar","single","primary",92,"yes","no","may",1,-1,0,"nonexistent","no"
"3672","blue-collar","married","secondary",67,"no","no","jun",2,-1,0,"nonexistent","no"
"3673","blue-collar","married","secondary",4022,"yes","no","jan",3,-1,0,"nonexistent","no"
"3674","entrepreneur","married","tertiary",3057,"no","no","jun",4,-1,0,"nonexistent","yes"
"3675","management","single","tertiary",0,"yes","no","may",4,369,3,"failure","no"
"3676","management","single","tertiary",349,"no","no","aug",1,-1,0,"nonexistent","no"
"3677","services","married","secondary",2322,"no","no","aug",1,-1,0,"nonexistent","no"
"3678","entrepreneur","married","secondary",167,"yes","yes","may",3,-1,0,"nonexistent","no"
"3679","management","divorced","secondary",558,"no","no","aug",6,-1,0,"nonexistent","no"
"3680","services","married","secondary",-230,"yes","yes","jul",1,-1,0,"nonexistent","no"
"3681","unemployed","divorced","secondary",4094,"yes","no","nov",1,-1,0,"nonexistent","no"
"3682","blue-collar","single","secondary",239,"yes","no","may",1,-1,0,"nonexistent","yes"
"3683","management","divorced","tertiary",497,"no","no","may",1,363,22,"failure","no"
"3684","blue-collar","married","secondary",179,"yes","no","nov",1,-1,0,"nonexistent","no"
"3685","admin.","single","tertiary",305,"no","no","apr",1,85,2,"success","yes"
"3686","management","single","tertiary",-67,"yes","no","may",1,-1,0,"nonexistent","no"
"3687","admin.","married","secondary",4539,"no","no","may",3,-1,0,"nonexistent","no"
"3688","blue-collar","single","secondary",770,"yes","no","apr",1,-1,0,"nonexistent","no"
"3689","unemployed","married","secondary",-673,"yes","no","may",1,-1,0,"nonexistent","no"
"3690","technician","married","tertiary",858,"yes","no","jun",7,330,1,"failure","no"
"3691","housemaid","married","primary",0,"no","no","feb",1,189,1,"failure","yes"
"3692","management","single","tertiary",5244,"no","no","aug",4,-1,0,"nonexistent","no"
"3693","blue-collar","divorced","primary",117,"yes","no","jun",4,-1,0,"nonexistent","no"
"3694","self-employed","married","tertiary",846,"no","no","jun",1,-1,0,"nonexistent","no"
"3695","management","married","secondary",0,"yes","no","jul",2,-1,0,"nonexistent","no"
"3696","management","married","tertiary",1331,"no","no","apr",1,86,3,"success","yes"
"3697","services","single","secondary",31,"yes","yes","may",2,-1,0,"nonexistent","no"
"3698","admin.","divorced","primary",179,"yes","no","may",1,368,2,"failure","no"
"3699","blue-collar","married","primary",543,"yes","no","may",1,-1,0,"nonexistent","no"
"3700","blue-collar","married","secondary",253,"yes","yes","may",2,-1,0,"nonexistent","no"
"3701","retired","married","primary",71188,"no","no","oct",1,-1,0,"nonexistent","no"
"3702","management","married","tertiary",5108,"yes","no","oct",1,102,8,"nonexistent","no"
"3703","blue-collar","married","secondary",1738,"yes","no","apr",1,-1,0,"nonexistent","no"
"3704","blue-collar","married","primary",-97,"yes","no","feb",4,271,5,"failure","no"
"3705","blue-collar","married","secondary",199,"yes","no","jul",1,-1,0,"nonexistent","no"
"3706","management","married","tertiary",489,"yes","no","may",1,172,2,"nonexistent","no"
"3707","admin.","married","primary",355,"yes","yes","jun",6,-1,0,"nonexistent","no"
"3708","technician","single","secondary",-97,"yes","no","jun",2,-1,0,"nonexistent","no"
"3709","management","divorced","tertiary",473,"no","yes","aug",2,-1,0,"nonexistent","no"
"3710","entrepreneur","married","secondary",6649,"yes","no","nov",2,-1,0,"nonexistent","no"
"3711","self-employed","married","tertiary",263,"no","no","may",1,78,8,"nonexistent","no"
"3712","blue-collar","married","secondary",781,"no","no","may",1,-1,0,"nonexistent","no"
"3713","blue-collar","married","primary",1032,"yes","no","jun",5,-1,0,"nonexistent","no"
"3714","blue-collar","married","secondary",119,"no","no","may",5,-1,0,"nonexistent","no"
"3715","management","divorced","tertiary",434,"yes","no","may",1,271,2,"success","no"
"3716","admin.","married","secondary",2967,"no","no","jun",2,-1,0,"nonexistent","no"
"3717","retired","divorced","secondary",-331,"yes","no","may",1,-1,0,"nonexistent","no"
"3718","management","married","tertiary",1585,"no","no","aug",5,-1,0,"nonexistent","no"
"3720","management","single","tertiary",588,"no","no","aug",9,-1,0,"nonexistent","no"
"3721","management","married","secondary",3180,"yes","no","jul",1,-1,0,"nonexistent","no"
"3722","admin.","married","secondary",0,"no","yes","jul",3,-1,0,"nonexistent","no"
"3723","self-employed","married","secondary",-76,"yes","no","may",2,-1,0,"nonexistent","no"
"3724","services","single","secondary",152,"yes","no","may",2,-1,0,"nonexistent","yes"
"3725","housemaid","divorced","secondary",1040,"yes","no","may",1,173,2,"failure","no"
"3726","unemployed","married","primary",-384,"yes","no","may",1,-1,0,"nonexistent","no"
"3728","technician","single","secondary",475,"yes","no","jul",8,-1,0,"nonexistent","no"
"3729","technician","married","secondary",0,"no","no","aug",9,-1,0,"nonexistent","no"
"3730","entrepreneur","married","primary",149,"no","no","aug",2,-1,0,"nonexistent","no"
"3731","technician","married","secondary",3285,"yes","no","may",2,-1,0,"nonexistent","yes"
"3732","retired","married","secondary",424,"no","no","nov",1,154,3,"failure","no"
"3733","blue-collar","single","secondary",79,"no","yes","nov",1,-1,0,"nonexistent","no"
"3734","technician","divorced","tertiary",674,"yes","no","aug",2,-1,0,"nonexistent","yes"
"3735","services","married","secondary",0,"yes","no","jul",13,-1,0,"nonexistent","yes"
"3736","unemployed","married","tertiary",58,"yes","no","feb",4,-1,0,"nonexistent","no"
"3737","technician","married","tertiary",532,"yes","no","jul",1,-1,0,"nonexistent","no"
"3738","retired","married","secondary",4130,"no","no","nov",1,-1,0,"nonexistent","no"
"3739","blue-collar","married","primary",422,"yes","no","may",1,-1,0,"nonexistent","no"
"3740","management","married","tertiary",437,"yes","no","jun",21,-1,0,"nonexistent","no"
"3741","blue-collar","divorced","primary",-308,"yes","no","may",1,-1,0,"nonexistent","yes"
"3742","housemaid","married","primary",30,"yes","no","jul",2,-1,0,"nonexistent","no"
"3743","self-employed","married","tertiary",137,"no","no","aug",6,-1,0,"nonexistent","no"
"3744","admin.","single","secondary",-247,"yes","yes","oct",1,166,1,"nonexistent","yes"
"3745","admin.","single","secondary",321,"yes","no","jul",7,-1,0,"nonexistent","no"
"3746","services","single","secondary",250,"yes","no","may",1,-1,0,"nonexistent","no"
"3747","management","married","tertiary",-470,"yes","no","nov",2,160,1,"failure","no"
"3748","blue-collar","married","secondary",140,"yes","yes","may",1,-1,0,"nonexistent","no"
"3749","management","married","tertiary",2793,"no","no","nov",2,-1,0,"nonexistent","no"
"3750","management","married","tertiary",410,"no","no","jan",2,-1,0,"nonexistent","no"
"3752","technician","married","secondary",116,"no","no","aug",2,94,2,"success","no"
"3753","services","married","secondary",0,"yes","no","jul",1,-1,0,"nonexistent","no"
"3754","blue-collar","married","secondary",878,"yes","no","jun",1,-1,0,"nonexistent","no"
"3755","management","single","tertiary",2944,"no","no","aug",8,-1,0,"nonexistent","yes"
"3756","blue-collar","single","secondary",3975,"yes","yes","apr",1,150,1,"nonexistent","no"
"3757","services","married","secondary",96,"yes","no","may",3,340,2,"failure","no"
"3758","technician","single","tertiary",2288,"no","no","may",2,-1,0,"nonexistent","no"
"3759","blue-collar","married","secondary",472,"yes","no","may",2,-1,0,"nonexistent","no"
"3760","services","married","primary",65,"no","no","jun",1,-1,0,"nonexistent","no"
"3761","management","married","tertiary",0,"no","no","may",2,-1,0,"nonexistent","no"
"3762","admin.","single","secondary",400,"yes","no","jun",6,-1,0,"nonexistent","no"
"3763","technician","married","secondary",7495,"yes","no","may",1,-1,0,"nonexistent","no"
"3764","blue-collar","married","secondary",137,"no","yes","jul",12,-1,0,"nonexistent","no"
"3765","unemployed","married","secondary",24,"yes","no","nov",1,-1,0,"nonexistent","no"
"3766","technician","divorced","secondary",3450,"no","no","feb",1,183,1,"failure","yes"
"3767","technician","single","secondary",311,"yes","no","may",2,-1,0,"nonexistent","no"
"3768","housemaid","married","secondary",139,"no","no","aug",2,-1,0,"nonexistent","no"
"3769","management","single","tertiary",0,"no","no","jun",3,-1,0,"nonexistent","no"
"3770","housemaid","married","primary",492,"yes","no","may",3,-1,0,"nonexistent","no"
"3771","management","single","tertiary",334,"yes","no","may",6,90,2,"nonexistent","no"
"3772","management","married","tertiary",997,"no","no","mar",1,-1,0,"nonexistent","yes"
"3773","management","single","tertiary",440,"no","no","aug",4,-1,0,"nonexistent","no"
"3774","technician","married","secondary",47,"no","no","aug",6,-1,0,"nonexistent","no"
"3775","blue-collar","married","secondary",1298,"yes","no","may",1,-1,0,"nonexistent","no"
"3776","management","divorced","tertiary",3355,"no","no","oct",2,500,1,"failure","no"
"3777","blue-collar","divorced","secondary",-11,"no","no","jun",2,-1,0,"nonexistent","no"
"3778","blue-collar","single","secondary",396,"yes","no","may",1,-1,0,"nonexistent","no"
"3779","management","married","tertiary",8,"no","no","apr",3,-1,0,"nonexistent","yes"
"3780","blue-collar","married","secondary",1409,"no","no","jun",2,-1,0,"nonexistent","no"
"3781","management","single","tertiary",170,"no","no","jun",1,-1,0,"nonexistent","yes"
"3782","management","married","primary",2769,"yes","no","jul",2,-1,0,"nonexistent","no"
"3783","blue-collar","married","secondary",2320,"yes","no","apr",1,-1,0,"nonexistent","no"
"3784","retired","married","secondary",76,"yes","no","jul",7,-1,0,"nonexistent","no"
"3785","technician","single","secondary",2034,"yes","no","may",1,-1,0,"nonexistent","no"
"3786","blue-collar","single","primary",3018,"yes","no","may",1,-1,0,"nonexistent","no"
"3787","retired","married","secondary",921,"no","no","apr",2,-1,0,"nonexistent","yes"
"3788","blue-collar","married","secondary",483,"yes","no","feb",3,-1,0,"nonexistent","no"
"3789","self-employed","married","secondary",390,"yes","no","jul",2,-1,0,"nonexistent","no"
"3790","management","married","tertiary",0,"no","no","oct",1,-1,0,"nonexistent","yes"
"3791","blue-collar","single","primary",92,"no","no","jul",2,-1,0,"nonexistent","no"
"3792","services","married","secondary",22196,"yes","no","nov",1,-1,0,"nonexistent","no"
"3793","technician","married","secondary",2,"no","no","may",2,-1,0,"nonexistent","no"
"3794","housemaid","married","primary",249,"yes","no","nov",1,-1,0,"nonexistent","no"
"3796","services","married","secondary",5731,"yes","no","may",2,-1,0,"nonexistent","no"
"3797","retired","married","primary",206,"no","no","feb",1,-1,0,"nonexistent","yes"
"3798","technician","single","tertiary",2325,"no","no","apr",3,241,4,"nonexistent","no"
"3799","management","single","tertiary",0,"no","no","jul",1,-1,0,"nonexistent","no"
"3800","blue-collar","married","secondary",1664,"yes","no","apr",1,182,1,"success","no"
"3801","technician","married","secondary",3333,"no","no","aug",4,-1,0,"nonexistent","no"
"3802","technician","married","secondary",7020,"no","no","aug",2,-1,0,"nonexistent","no"
"3803","admin.","married","tertiary",37,"no","no","feb",1,-1,0,"nonexistent","no"
"3804","student","single","secondary",28,"no","no","jan",2,-1,0,"nonexistent","no"
"3805","admin.","single","secondary",1670,"yes","no","jun",2,-1,0,"nonexistent","no"
"3806","entrepreneur","married","secondary",134,"no","no","may",1,-1,0,"nonexistent","no"
"3807","retired","married","secondary",603,"no","yes","jun",1,-1,0,"nonexistent","no"
"3808","admin.","married","primary",276,"yes","yes","may",2,-1,0,"nonexistent","no"
"3809","technician","single","secondary",2157,"yes","no","jul",1,-1,0,"nonexistent","no"
"3810","blue-collar","married","secondary",161,"yes","no","may",2,-1,0,"nonexistent","no"
"3811","blue-collar","married","primary",3658,"yes","no","may",1,-1,0,"nonexistent","no"
"3812","management","divorced","tertiary",-402,"no","yes","may",2,-1,0,"nonexistent","no"
"3813","blue-collar","single","primary",3342,"yes","no","jun",4,-1,0,"nonexistent","no"
"3814","self-employed","single","secondary",1732,"no","no","nov",3,-1,0,"nonexistent","no"
"3815","admin.","single","secondary",263,"yes","no","may",1,-1,0,"nonexistent","no"
"3816","management","married","tertiary",623,"yes","no","may",2,349,5,"failure","no"
"3817","admin.","married","secondary",3540,"yes","no","may",1,178,1,"failure","no"
"3818","admin.","married","secondary",95,"yes","no","apr",1,-1,0,"nonexistent","yes"
"3819","services","divorced","secondary",765,"yes","no","may",3,174,7,"nonexistent","yes"
"3820","technician","divorced","secondary",-824,"yes","no","aug",3,-1,0,"nonexistent","yes"
"3821","management","single","tertiary",5549,"no","no","jul",6,-1,0,"nonexistent","no"
"3822","blue-collar","married","secondary",191,"yes","no","jun",1,-1,0,"nonexistent","no"
"3823","blue-collar","married","primary",420,"yes","no","may",2,-1,0,"nonexistent","no"
"3824","admin.","married","secondary",0,"no","no","may",1,-1,0,"nonexistent","no"
"3826","technician","married","secondary",4,"yes","yes","aug",8,-1,0,"nonexistent","no"
"3827","admin.","married","secondary",423,"yes","yes","oct",1,-1,0,"nonexistent","no"
"3828","management","married","tertiary",-892,"yes","yes","aug",2,-1,0,"nonexistent","no"
"3830","admin.","divorced","secondary",-365,"yes","no","may",10,-1,0,"nonexistent","no"
"3831","technician","married","tertiary",27069,"no","yes","jun",3,-1,0,"nonexistent","no"
"3832","management","single","tertiary",8038,"yes","no","apr",3,152,1,"failure","no"
"3833","technician","married","secondary",-938,"yes","no","may",2,-1,0,"nonexistent","no"
"3834","admin.","divorced","secondary",1139,"yes","no","jul",2,-1,0,"nonexistent","no"
"3835","self-employed","married","secondary",189,"yes","no","nov",1,120,1,"failure","no"
"3836","housemaid","single","tertiary",19,"no","no","feb",2,64,2,"success","yes"
"3837","technician","married","secondary",3663,"no","no","aug",3,-1,0,"nonexistent","no"
"3839","blue-collar","married","secondary",-614,"yes","no","may",2,-1,0,"nonexistent","no"
"3840","technician","divorced","secondary",2323,"yes","yes","aug",10,-1,0,"nonexistent","no"
"3841","blue-collar","married","secondary",425,"yes","no","jul",2,-1,0,"nonexistent","no"
"3842","technician","married","secondary",5122,"no","no","aug",1,-1,0,"nonexistent","no"
"3843","management","divorced","tertiary",608,"no","no","aug",2,-1,0,"nonexistent","no"
"3845","admin.","married","secondary",607,"yes","no","may",2,364,3,"failure","yes"
"3846","blue-collar","married","secondary",1495,"yes","yes","may",3,-1,0,"nonexistent","no"
"3847","admin.","married","secondary",381,"no","no","aug",2,-1,0,"nonexistent","no"
"3848","unemployed","divorced","secondary",385,"no","no","aug",28,-1,0,"nonexistent","no"
"3849","management","single","tertiary",1274,"yes","no","jun",1,84,1,"failure","no"
"3850","blue-collar","married","secondary",362,"yes","no","may",2,-1,0,"nonexistent","no"
"3851","blue-collar","married","primary",377,"yes","no","feb",4,272,1,"failure","no"
"3852","admin.","single","secondary",802,"no","no","jan",1,2,2,"nonexistent","no"
"3853","admin.","married","secondary",194,"no","no","jul",4,-1,0,"nonexistent","no"
"3854","technician","married","secondary",-315,"no","yes","jul",1,-1,0,"nonexistent","yes"
"3855","technician","married","tertiary",1843,"yes","no","may",1,-1,0,"nonexistent","no"
"3856","technician","married","secondary",-9,"no","no","aug",2,-1,0,"nonexistent","no"
"3857","housemaid","married","primary",83,"no","yes","aug",1,-1,0,"nonexistent","no"
"3858","entrepreneur","married","tertiary",433,"yes","no","may",4,-1,0,"nonexistent","no"
"3859","admin.","married","secondary",-107,"yes","no","may",2,-1,0,"nonexistent","no"
"3860","blue-collar","married","primary",4503,"no","no","nov",3,-1,0,"nonexistent","no"
"3861","services","married","secondary",51,"yes","no","may",1,-1,0,"nonexistent","no"
"3862","services","married","secondary",961,"no","yes","aug",4,-1,0,"nonexistent","no"
"3863","retired","married","secondary",49,"yes","yes","aug",4,-1,0,"nonexistent","no"
"3864","technician","married","secondary",3470,"no","no","aug",2,-1,0,"nonexistent","no"
"3865","technician","married","secondary",-147,"yes","no","apr",1,-1,0,"nonexistent","no"
"3866","services","married","secondary",0,"yes","no","may",2,-1,0,"nonexistent","no"
"3867","blue-collar","single","secondary",0,"yes","no","may",1,-1,0,"nonexistent","no"
"3868","management","married","tertiary",172,"no","no","aug",7,-1,0,"nonexistent","no"
"3869","admin.","single","secondary",-407,"no","yes","jul",1,-1,0,"nonexistent","no"
"3870","management","divorced","tertiary",649,"no","no","jul",2,91,1,"failure","no"
"3871","blue-collar","single","primary",1040,"no","no","jul",2,-1,0,"nonexistent","no"
"3872","unemployed","married","secondary",142,"yes","no","may",4,-1,0,"nonexistent","no"
"3873","services","single","secondary",209,"yes","no","jul",7,-1,0,"nonexistent","no"
"3875","student","single","tertiary",294,"no","no","mar",1,91,2,"success","yes"
"3876","housemaid","married","secondary",4848,"yes","yes","jul",3,-1,0,"nonexistent","no"
"3877","blue-collar","single","secondary",1670,"yes","no","may",1,-1,0,"nonexistent","no"
"3879","blue-collar","single","secondary",13683,"yes","no","jun",3,-1,0,"nonexistent","no"
"3880","admin.","single","tertiary",1420,"no","no","apr",2,-1,0,"nonexistent","no"
"3881","management","single","tertiary",340,"yes","no","jun",28,-1,0,"nonexistent","no"
"3882","technician","single","secondary",1679,"no","no","oct",1,-1,0,"nonexistent","yes"
"3883","management","married","tertiary",1198,"yes","no","feb",1,-1,0,"nonexistent","no"
"3884","admin.","married","secondary",169,"no","no","aug",1,106,2,"failure","no"
"3885","self-employed","married","tertiary",506,"no","no","aug",1,120,1,"failure","no"
"3886","entrepreneur","married","secondary",1249,"yes","no","jul",1,-1,0,"nonexistent","no"
"3887","management","single","tertiary",678,"no","yes","jul",3,-1,0,"nonexistent","no"
"3888","management","single","tertiary",212,"yes","no","may",1,-1,0,"nonexistent","no"
"3889","technician","divorced","secondary",23,"no","no","aug",2,-1,0,"nonexistent","no"
"3890","management","single","tertiary",4402,"no","no","dec",1,190,1,"nonexistent","yes"
"3891","services","divorced","primary",459,"yes","no","may",1,293,1,"success","yes"
"3892","self-employed","married","secondary",4722,"yes","no","jun",1,-1,0,"nonexistent","no"
"3893","admin.","divorced","tertiary",1555,"yes","no","may",2,-1,0,"nonexistent","no"
"3894","blue-collar","married","secondary",61,"yes","no","may",3,-1,0,"nonexistent","no"
"3895","management","single","tertiary",0,"yes","no","nov",2,-1,0,"nonexistent","no"
"3896","technician","married","secondary",3706,"yes","no","nov",1,-1,0,"nonexistent","no"
"3897","blue-collar","married","primary",1177,"no","no","apr",1,311,4,"success","yes"
"3898","management","married","primary",2096,"no","no","jun",1,-1,0,"nonexistent","no"
"3899","blue-collar","married","primary",748,"no","no","may",1,-1,0,"nonexistent","no"
"3900","management","single","tertiary",3357,"no","no","jul",3,-1,0,"nonexistent","no"
"3901","admin.","single","secondary",3809,"yes","no","jun",4,-1,0,"nonexistent","no"
"3902","admin.","married","secondary",395,"yes","no","may",3,-1,0,"nonexistent","no"
"3903","blue-collar","married","secondary",1011,"yes","no","aug",2,-1,0,"nonexistent","no"
"3904","blue-collar","married","primary",420,"yes","no","may",1,-1,0,"nonexistent","no"
"3905","admin.","married","secondary",76,"yes","no","may",2,-1,0,"nonexistent","no"
"3906","blue-collar","married","secondary",0,"no","no","may",1,-1,0,"nonexistent","no"
"3907","blue-collar","married","primary",844,"yes","no","may",3,-1,0,"nonexistent","no"
"3908","management","married","tertiary",1318,"yes","no","aug",2,-1,0,"nonexistent","no"
"3909","technician","married","tertiary",167,"yes","no","jan",1,-1,0,"nonexistent","no"
"3910","management","married","tertiary",2187,"yes","no","nov",3,-1,0,"nonexistent","yes"
"3911","admin.","married","secondary",14440,"yes","no","nov",1,-1,0,"nonexistent","no"
"3912","management","married","secondary",2294,"yes","no","may",11,-1,0,"nonexistent","no"
"3913","management","married","secondary",80,"yes","no","may",3,-1,0,"nonexistent","no"
"3914","management","married","primary",2537,"no","no","aug",6,-1,0,"nonexistent","no"
"3915","technician","married","tertiary",569,"no","no","aug",12,-1,0,"nonexistent","yes"
"3916","management","single","tertiary",0,"no","yes","jul",1,-1,0,"nonexistent","no"
"3917","entrepreneur","married","tertiary",0,"yes","no","nov",3,-1,0,"nonexistent","no"
"3918","technician","single","secondary",12,"no","no","aug",2,-1,0,"nonexistent","yes"
"3919","technician","married","secondary",49,"no","no","jul",2,-1,0,"nonexistent","no"
"3920","housemaid","married","tertiary",460,"no","no","jun",1,-1,0,"nonexistent","no"
"3921","technician","married","secondary",613,"yes","no","may",2,-1,0,"nonexistent","no"
"3922","entrepreneur","married","tertiary",7944,"no","no","nov",1,-1,0,"nonexistent","no"
"3923","blue-collar","married","secondary",1143,"yes","no","apr",1,317,1,"failure","no"
"3924","retired","married","primary",-464,"yes","no","feb",1,190,6,"failure","no"
"3925","services","married","secondary",1989,"yes","yes","apr",2,-1,0,"nonexistent","no"
"3926","technician","married","secondary",17,"yes","yes","nov",1,-1,0,"nonexistent","no"
"3927","retired","married","primary",-1,"no","no","aug",23,-1,0,"nonexistent","no"
"3928","management","married","tertiary",1698,"yes","no","jun",2,-1,0,"nonexistent","no"
"3929","blue-collar","married","secondary",5306,"yes","no","may",1,-1,0,"nonexistent","no"
"3931","retired","divorced","secondary",1679,"no","no","aug",1,365,9,"nonexistent","yes"
"3932","admin.","married","secondary",3676,"no","no","oct",1,95,3,"success","yes"
"3933","management","married","tertiary",-242,"yes","yes","may",4,332,4,"nonexistent","yes"
"3934","services","single","secondary",471,"no","no","oct",1,-1,0,"nonexistent","no"
"3935","management","married","tertiary",8902,"yes","no","aug",5,-1,0,"nonexistent","no"
"3936","management","single","tertiary",1704,"no","no","sep",1,-1,0,"nonexistent","no"
"3937","management","married","tertiary",3050,"yes","no","may",1,-1,0,"nonexistent","yes"
"3938","housemaid","married","primary",2581,"no","no","apr",1,-1,0,"nonexistent","no"
"3939","services","married","secondary",162,"yes","no","may",2,-1,0,"nonexistent","no"
"3940","blue-collar","married","secondary",243,"yes","no","apr",3,-1,0,"nonexistent","no"
"3941","student","single","secondary",1847,"no","no","dec",1,-1,0,"nonexistent","no"
"3942","blue-collar","married","primary",0,"yes","no","may",2,-1,0,"nonexistent","no"
"3943","management","married","primary",3371,"no","no","nov",2,-1,0,"nonexistent","yes"
"3944","services","single","secondary",1757,"yes","no","apr",3,326,1,"nonexistent","no"
"3945","management","married","tertiary",171,"yes","no","aug",6,-1,0,"nonexistent","no"
"3946","entrepreneur","married","tertiary",157,"yes","yes","may",1,-1,0,"nonexistent","no"
"3947","admin.","married","secondary",934,"yes","no","jul",2,-1,0,"nonexistent","no"
"3948","blue-collar","married","secondary",-19,"no","yes","jul",1,-1,0,"nonexistent","no"
"3949","management","single","tertiary",-55,"yes","no","aug",6,-1,0,"nonexistent","no"
"3950","housemaid","married","primary",21,"no","no","aug",2,-1,0,"nonexistent","no"
"3951","blue-collar","single","secondary",14,"no","no","may",2,-1,0,"nonexistent","no"
"3952","technician","single","secondary",246,"yes","no","nov",1,123,2,"failure","no"
"3953","blue-collar","married","primary",887,"yes","no","may",2,363,1,"failure","no"
"3954","management","married","tertiary",51,"no","no","aug",2,-1,0,"nonexistent","no"
"3955","services","single","secondary",-287,"yes","no","may",1,-1,0,"nonexistent","no"
"3956","services","married","secondary",0,"yes","no","jul",4,-1,0,"nonexistent","no"
"3957","self-employed","single","tertiary",2734,"yes","no","may",4,-1,0,"nonexistent","yes"
"3958","entrepreneur","married","tertiary",52,"no","no","jul",8,-1,0,"nonexistent","no"
"3959","management","married","tertiary",2594,"yes","no","nov",3,-1,0,"nonexistent","no"
"3960","retired","divorced","primary",22,"no","no","jun",4,-1,0,"nonexistent","no"
"3961","technician","married","tertiary",1611,"yes","no","may",2,-1,0,"nonexistent","no"
"3962","admin.","single","tertiary",18,"yes","yes","apr",1,-1,0,"nonexistent","yes"
"3963","blue-collar","married","primary",1331,"yes","no","jul",2,-1,0,"nonexistent","no"
"3965","management","single","secondary",835,"yes","no","may",4,-1,0,"nonexistent","no"
"3966","retired","married","primary",5092,"no","no","jun",6,-1,0,"nonexistent","no"
"3967","technician","divorced","secondary",52,"no","no","aug",2,-1,0,"nonexistent","no"
"3968","technician","married","secondary",10655,"no","no","jul",3,-1,0,"nonexistent","no"
"3969","management","married","tertiary",1831,"no","no","nov",1,-1,0,"nonexistent","no"
